trial_id,class_name,reference,candidate_0,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,correct_label
27,crab,/data/rs_imagenet_100/reference/crab/n01978287_2686.jpg,/data/rs_imagenet_100/distractor/bird/n01796340_15340.jpg,/data/rs_imagenet_100/distractor/monkey/n02492035_16302.jpg,/data/rs_imagenet_100/correct/crab/n01981276_2598.jpg,/data/rs_imagenet_100/distractor/insect/n02231487_6387.jpg,/data/rs_imagenet_100/distractor/dog/n02101006_5806.jpg,/data/rs_imagenet_100/distractor/cat/n02123159_2607.jpg,/data/rs_imagenet_100/distractor/frog/n01644900_9167.jpg,/data/rs_imagenet_100/distractor/fish/n02640242_36646.jpg,2
28,fish,/data/rs_imagenet_100/reference/fish/n02640242_7051.jpg,/data/rs_imagenet_100/distractor/crab/n01980166_1455.jpg,/data/rs_imagenet_100/distractor/bird/n01855032_6357.jpg,/data/rs_imagenet_100/distractor/dog/n02087394_25358.jpg,/data/rs_imagenet_100/distractor/insect/n02231487_12040.jpg,/data/rs_imagenet_100/distractor/cat/n02123394_7343.jpg,/data/rs_imagenet_100/correct/fish/n02606052_1153.jpg,/data/rs_imagenet_100/distractor/frog/n01644900_7763.jpg,/data/rs_imagenet_100/distractor/monkey/n02492660_6705.jpg,5
29,dog,/data/rs_imagenet_100/reference/dog/n02086646_8995.jpg,/data/rs_imagenet_100/correct/dog/n02090622_5035.jpg,/data/rs_imagenet_100/distractor/insect/n02167151_5317.jpg,/data/rs_imagenet_100/distractor/frog/n01641577_8334.jpg,/data/rs_imagenet_100/distractor/fish/n02643566_4222.jpg,/data/rs_imagenet_100/distractor/monkey/n02492035_4333.jpg,/data/rs_imagenet_100/distractor/crab/n01980166_2359.jpg,/data/rs_imagenet_100/distractor/bird/n01798484_15063.jpg,/data/rs_imagenet_100/distractor/cat/n02123597_14825.jpg,0
30,monkey,/data/rs_imagenet_100/reference/monkey/n02484975_6409.jpg,/data/rs_imagenet_100/distractor/bird/n01796340_3107.jpg,/data/rs_imagenet_100/correct/monkey/n02493793_10222.jpg,/data/rs_imagenet_100/distractor/frog/n01641577_1400.jpg,/data/rs_imagenet_100/distractor/dog/n02086910_4801.jpg,/data/rs_imagenet_100/distractor/crab/n01978455_8526.jpg,/data/rs_imagenet_100/distractor/insect/n02268443_40045.jpg,/data/rs_imagenet_100/distractor/fish/n02643566_2975.jpg,/data/rs_imagenet_100/distractor/cat/n02123159_619.jpg,1
31,bird,/data/rs_imagenet_100/reference/bird/n01796340_8487.jpg,/data/rs_imagenet_100/distractor/dog/n02107683_6271.jpg,/data/rs_imagenet_100/distractor/insect/n02256656_6829.jpg,/data/rs_imagenet_100/distractor/monkey/n02483708_3796.jpg,/data/rs_imagenet_100/distractor/frog/n01644373_8718.jpg,/data/rs_imagenet_100/distractor/crab/n01978287_4486.jpg,/data/rs_imagenet_100/distractor/cat/n02124075_10894.jpg,/data/rs_imagenet_100/distractor/fish/n02536864_12807.jpg,/data/rs_imagenet_100/correct/bird/n01798484_6244.jpg,7
32,fish,/data/rs_imagenet_100/reference/fish/n02641379_36986.jpg,/data/rs_imagenet_100/distractor/cat/n02123045_3505.jpg,/data/rs_imagenet_100/distractor/bird/n01843383_9155.jpg,/data/rs_imagenet_100/correct/fish/n02641379_23902.jpg,/data/rs_imagenet_100/distractor/insect/n02177972_1911.jpg,/data/rs_imagenet_100/distractor/dog/n02086646_8778.jpg,/data/rs_imagenet_100/distractor/frog/n01644373_15006.jpg,/data/rs_imagenet_100/distractor/crab/n01978287_6315.jpg,/data/rs_imagenet_100/distractor/monkey/n02486261_10594.jpg,2
33,frog,/data/rs_imagenet_100/reference/frog/n01644373_7067.jpg,/data/rs_imagenet_100/distractor/cat/n02123394_1109.jpg,/data/rs_imagenet_100/distractor/dog/n02086240_3891.jpg,/data/rs_imagenet_100/distractor/crab/n01978287_7853.jpg,/data/rs_imagenet_100/distractor/bird/n01819313_4726.jpg,/data/rs_imagenet_100/correct/frog/n01644900_17539.jpg,/data/rs_imagenet_100/distractor/fish/n02643566_4734.jpg,/data/rs_imagenet_100/distractor/monkey/n02492035_16135.jpg,/data/rs_imagenet_100/distractor/insect/n02233338_24378.jpg,4
34,insect,/data/rs_imagenet_100/reference/insect/n02168699_565.jpg,/data/rs_imagenet_100/distractor/frog/n01644900_20270.jpg,/data/rs_imagenet_100/correct/insect/n02231487_454.jpg,/data/rs_imagenet_100/distractor/cat/n02123045_5099.jpg,/data/rs_imagenet_100/distractor/monkey/n02487347_78.jpg,/data/rs_imagenet_100/distractor/crab/n01978287_2437.jpg,/data/rs_imagenet_100/distractor/bird/n01806567_20091.jpg,/data/rs_imagenet_100/distractor/fish/n02655020_48026.jpg,/data/rs_imagenet_100/distractor/dog/n02093754_4477.jpg,1
35,cat,/data/rs_imagenet_100/reference/cat/n02124075_10901.jpg,/data/rs_imagenet_100/distractor/fish/n02655020_47015.jpg,/data/rs_imagenet_100/distractor/bird/n01820546_4379.jpg,/data/rs_imagenet_100/distractor/monkey/n02494079_3987.jpg,/data/rs_imagenet_100/distractor/insect/n02231487_9044.jpg,/data/rs_imagenet_100/distractor/frog/n01644373_15267.jpg,/data/rs_imagenet_100/distractor/crab/n01978287_9872.jpg,/data/rs_imagenet_100/distractor/dog/n02105056_841.jpg,/data/rs_imagenet_100/correct/cat/n02123045_11844.jpg,7
36,crab,/data/rs_imagenet_100/reference/crab/n01980166_1589.jpg,/data/rs_imagenet_100/distractor/cat/n02123159_5705.jpg,/data/rs_imagenet_100/distractor/monkey/n02490219_6041.jpg,/data/rs_imagenet_100/distractor/insect/n02165105_5887.jpg,/data/rs_imagenet_100/distractor/bird/n01798484_19367.jpg,/data/rs_imagenet_100/correct/crab/n01980166_5111.jpg,/data/rs_imagenet_100/distractor/frog/n01644900_7137.jpg,/data/rs_imagenet_100/distractor/fish/n02514041_10435.jpg,/data/rs_imagenet_100/distractor/dog/n02108000_2148.jpg,4
37,bird,/data/rs_imagenet_100/reference/bird/n01819313_18646.jpg,/data/rs_imagenet_100/distractor/fish/n02655020_6102.jpg,/data/rs_imagenet_100/distractor/dog/n02094258_6449.jpg,/data/rs_imagenet_100/distractor/monkey/n02489166_10702.jpg,/data/rs_imagenet_100/distractor/frog/n01644900_13381.jpg,/data/rs_imagenet_100/distractor/cat/n02123159_10326.jpg,/data/rs_imagenet_100/correct/bird/n01795545_5368.jpg,/data/rs_imagenet_100/distractor/crab/n01978455_2238.jpg,/data/rs_imagenet_100/distractor/insect/n02165456_7119.jpg,5
38,monkey,/data/rs_imagenet_100/reference/monkey/n02483362_5994.jpg,/data/rs_imagenet_100/distractor/fish/n02655020_600.jpg,/data/rs_imagenet_100/distractor/cat/n02124075_1499.jpg,/data/rs_imagenet_100/distractor/crab/n01980166_9480.jpg,/data/rs_imagenet_100/distractor/frog/n01644900_1471.jpg,/data/rs_imagenet_100/distractor/dog/n02091467_13430.jpg,/data/rs_imagenet_100/correct/monkey/n02481823_4040.jpg,/data/rs_imagenet_100/distractor/insect/n02268443_58549.jpg,/data/rs_imagenet_100/distractor/bird/n01860187_25928.jpg,5
39,dog,/data/rs_imagenet_100/reference/dog/n02088094_1937.jpg,/data/rs_imagenet_100/distractor/monkey/n02489166_1813.jpg,/data/rs_imagenet_100/distractor/bird/n01828970_11506.jpg,/data/rs_imagenet_100/distractor/fish/n02514041_10890.jpg,/data/rs_imagenet_100/distractor/insect/n02264363_5318.jpg,/data/rs_imagenet_100/distractor/frog/n01644900_16317.jpg,/data/rs_imagenet_100/distractor/crab/n01980166_2380.jpg,/data/rs_imagenet_100/correct/dog/n02097130_11040.jpg,/data/rs_imagenet_100/distractor/cat/n02123597_578.jpg,6
40,monkey,/data/rs_imagenet_100/reference/monkey/n02493793_2268.jpg,/data/rs_imagenet_100/distractor/fish/n02607072_115.jpg,/data/rs_imagenet_100/distractor/crab/n01981276_13127.jpg,/data/rs_imagenet_100/distractor/dog/n02091831_6528.jpg,/data/rs_imagenet_100/distractor/bird/n01855032_7671.jpg,/data/rs_imagenet_100/distractor/cat/n02124075_12325.jpg,/data/rs_imagenet_100/correct/monkey/n02490219_1062.jpg,/data/rs_imagenet_100/distractor/frog/n01644900_2478.jpg,/data/rs_imagenet_100/distractor/insect/n02177972_11506.jpg,5
41,dog,/data/rs_imagenet_100/reference/dog/n02093256_1590.jpg,/data/rs_imagenet_100/distractor/frog/n01644900_1220.jpg,/data/rs_imagenet_100/distractor/fish/n02643566_4252.jpg,/data/rs_imagenet_100/distractor/crab/n01981276_11005.jpg,/data/rs_imagenet_100/correct/dog/n02100877_4400.jpg,/data/rs_imagenet_100/distractor/cat/n02123597_10956.jpg,/data/rs_imagenet_100/distractor/monkey/n02488291_4839.jpg,/data/rs_imagenet_100/distractor/insect/n02226429_2603.jpg,/data/rs_imagenet_100/distractor/bird/n01843383_3345.jpg,3
42,frog,/data/rs_imagenet_100/reference/frog/n01644373_8591.jpg,/data/rs_imagenet_100/distractor/monkey/n02492660_5221.jpg,/data/rs_imagenet_100/correct/frog/n01644900_22554.jpg,/data/rs_imagenet_100/distractor/bird/n01819313_16381.jpg,/data/rs_imagenet_100/distractor/insect/n02264363_17570.jpg,/data/rs_imagenet_100/distractor/dog/n02087394_52.jpg,/data/rs_imagenet_100/distractor/cat/n02123159_741.jpg,/data/rs_imagenet_100/distractor/fish/n02607072_910.jpg,/data/rs_imagenet_100/distractor/crab/n01981276_10938.jpg,1
43,fish,/data/rs_imagenet_100/reference/fish/n02655020_6472.jpg,/data/rs_imagenet_100/distractor/cat/n02123394_7702.jpg,/data/rs_imagenet_100/correct/fish/n02655020_49604.jpg,/data/rs_imagenet_100/distractor/bird/n01855672_7621.jpg,/data/rs_imagenet_100/distractor/dog/n02099601_1374.jpg,/data/rs_imagenet_100/distractor/crab/n01978287_141.jpg,/data/rs_imagenet_100/distractor/insect/n02174001_6589.jpg,/data/rs_imagenet_100/distractor/frog/n01644900_6837.jpg,/data/rs_imagenet_100/distractor/monkey/n02493509_14324.jpg,1
44,bird,/data/rs_imagenet_100/reference/bird/n01797886_7790.jpg,/data/rs_imagenet_100/distractor/cat/n02123045_571.jpg,/data/rs_imagenet_100/distractor/frog/n01644373_8816.jpg,/data/rs_imagenet_100/distractor/insect/n02174001_4716.jpg,/data/rs_imagenet_100/correct/bird/n01819313_15518.jpg,/data/rs_imagenet_100/distractor/crab/n01978287_34.jpg,/data/rs_imagenet_100/distractor/fish/n02655020_1228.jpg,/data/rs_imagenet_100/distractor/monkey/n02490219_7857.jpg,/data/rs_imagenet_100/distractor/dog/n02093428_8946.jpg,3
45,crab,/data/rs_imagenet_100/reference/crab/n01980166_835.jpg,/data/rs_imagenet_100/distractor/monkey/n02486261_15908.jpg,/data/rs_imagenet_100/distractor/dog/n02102480_7018.jpg,/data/rs_imagenet_100/distractor/bird/n01833805_19244.jpg,/data/rs_imagenet_100/correct/crab/n01978287_3806.jpg,/data/rs_imagenet_100/distractor/frog/n01644900_15473.jpg,/data/rs_imagenet_100/distractor/insect/n02229544_4003.jpg,/data/rs_imagenet_100/distractor/cat/n02123597_2542.jpg,/data/rs_imagenet_100/distractor/fish/n02536864_742.jpg,3
46,cat,/data/rs_imagenet_100/reference/cat/n02123159_379.jpg,/data/rs_imagenet_100/distractor/monkey/n02492660_11344.jpg,/data/rs_imagenet_100/distractor/dog/n02097298_6482.jpg,/data/rs_imagenet_100/distractor/fish/n02526121_10463.jpg,/data/rs_imagenet_100/distractor/insect/n02165456_32942.jpg,/data/rs_imagenet_100/distractor/frog/n01644373_8517.jpg,/data/rs_imagenet_100/distractor/bird/n01829413_6732.jpg,/data/rs_imagenet_100/distractor/crab/n01981276_19089.jpg,/data/rs_imagenet_100/correct/cat/n02124075_3693.jpg,7
